"","Active Ingredients","Active Ingredients Info","Dosage","Facility","Facility UID","Package Description","NDC Package Code","Report Year","UIDA","Brand Name"
"7973","Vancomycin Hydrochloride","1.75 g","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Injection, Solution in 1 Bag (70004-919-44)","70004-919-44","2019-1","A1833",NA
"7974","Vancomycin Hydrochloride","2 g","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Injection, Solution in 1 Bag (70004-928-44)","70004-928-44","2019-1","A1833",NA
"7975","Vancomycin Hydrochloride","1 g","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Injection, Solution in 1 Bag (70004-920-59)","70004-920-59","2019-1","A1833",NA
"7976","Vancomycin Hydrochloride","1.5 g","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Injection, Solution in 1 Bag (70004-925-44)","70004-925-44","2019-1","A1833",NA
"7977","Vancomycin Hydrochloride","1.5 g","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Injection, Solution in 1 Bag (70004-924-59)","70004-924-59","2019-1","A1833",NA
"7978","Vancomycin Hydrochloride","750 mg","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Injection, Solution in 1 Bag (70004-929-36)","70004-929-36","2019-1","A1833",NA
"7979","Vancomycin Hydrochloride","1 g","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Injection, Solution in 1 Bag (70004-920-40)","70004-920-40","2019-1","A1833",NA
"7980","Vancomycin Hydrochloride","1.25 g","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Injection, Solution in 1 Bag (70004-923-59)","70004-923-59","2019-1","A1833",NA
"7981","Vancomycin Hydrochloride","1.75 g","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Injection, Solution in 1 Bag (70004-926-44)","70004-926-44","2019-1","A1833",NA
"7982","Vasopressin, Unspecified","20 U","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Injection, Solution in 1 Bag (70004-932-32)","70004-932-32","2019-1","A1838",NA
"7983","Vasopressin, Unspecified","40 U","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Injection, Solution in 1 Bag (70004-931-32)","70004-931-32","2019-1","A1838",NA
"7984","Vecuronium Bromide","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","10 Ml in 1 Syringe (70004-940-12)","70004-940-12","2019-1","A1839",NA
"7985","Vecuronium Bromide","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Ml in 1 Syringe (70004-940-05)","70004-940-05","2019-1","A1839",NA
"7986","Acetaminophen","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","65 Ml in 1 Syringe (70004-001-56)","70004-001-56","2019-2","A1014",NA
"7987","Acetaminophen","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","32.5 Ml in 1 Syringe (70004-001-28)","70004-001-28","2019-2","A1014",NA
"7988","Acetaminophen","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Syringe (70004-001-22)","70004-001-22","2019-2","A1014",NA
"7989","Adenosine",".024 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","10 Ml in 1 Syringe (70004-010-12)","70004-010-12","2019-2","A1018",NA
"7990","Atropine Sulfate",".4 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","2 Ml in 1 Syringe (70004-040-06)","70004-040-06","2019-2","A1064",NA
"7991","Atropine Sulfate",".4 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Ml in 1 Syringe (70004-040-05)","70004-040-05","2019-2","A1064",NA
"7992","Atropine Sulfate",".4 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","2.5 Ml in 1 Syringe (70004-040-07)","70004-040-07","2019-2","A1064",NA
"7993","Calcium Gluconate","2 g","injection, solution","SCA Pharmaceuticals, LLC","080545245","1 Injection, Solution in 1 Bag (70004-510-33)","70004-510-33","2019-2","A1116",NA
"7994","Calcium Gluconate","1 g","injection, solution","SCA Pharmaceuticals, LLC","080545245","1 Injection, Solution in 1 Bag (70004-511-30)","70004-511-30","2019-2","A1116",NA
"7995","Diltiazem Hydrochloride","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","125 Ml in 1 Bag (70004-541-35)","70004-541-35","2019-2","A1222",NA
"7996","Diltiazem Hydrochloride","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","125 Ml in 1 Bag (70004-540-35)","70004-540-35","2019-2","A1222",NA
"7997","Ephedrine Sulfate","5 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","5 Ml in 1 Syringe (70004-604-09)","70004-604-09","2019-2","A1237",NA
"7998","Ephedrine Sulfate","5 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","5 Ml in 1 Syringe (70004-600-09)","70004-600-09","2019-2","A1237",NA
"7999","Ephedrine Sulfate","5 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","10 Ml in 1 Syringe (70004-600-12)","70004-600-12","2019-2","A1237",NA
"8000","Ephedrine Sulfate","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","5 Ml in 1 Syringe (70004-605-09)","70004-605-09","2019-2","A1237",NA
"8001","Ephedrine Sulfate","5 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","10 Ml in 1 Syringe (70004-599-12)","70004-599-12","2019-2","A1237",NA
"8002","Ephedrine Sulfate","5 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","10 Ml in 1 Syringe (70004-604-12)","70004-604-12","2019-2","A1237",NA
"8003","Ephedrine Sulfate","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","5 Ml in 1 Syringe (70004-601-09)","70004-601-09","2019-2","A1237",NA
"8004","Esmolol Hydrochloride","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","10 Ml in 1 Syringe (70004-620-12)","70004-620-12","2019-2","A1248",NA
"8005","Fentanyl Citrate",".02 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-203-32)","70004-203-32","2019-2","A1264",NA
"8006","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","50 Ml in 1 Bag (70004-211-30)","70004-211-30","2019-2","A1264",NA
"8007","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","100 Ml in 1 Bag (70004-213-32)","70004-213-32","2019-2","A1264",NA
"8008","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","2 Ml in 1 Syringe (70004-211-06)","70004-211-06","2019-2","A1264",NA
"8009","Fentanyl Citrate",".025 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-205-32)","70004-205-32","2019-2","A1264",NA
"8010","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","30 Ml in 1 Syringe (70004-200-16)","70004-200-16","2019-2","A1264",NA
"8011","Fentanyl Citrate",".01 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","25 Ml in 1 Syringe (70004-202-17)","70004-202-17","2019-2","A1264",NA
"8012","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245",".5 Ml in 1 Syringe (70004-222-04)","70004-222-04","2019-2","A1264",NA
"8013","Fentanyl Citrate",".01 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-202-63)","70004-202-63","2019-2","A1264",NA
"8014","Fentanyl Citrate",".025 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","30 Ml in 1 Syringe (70004-205-16)","70004-205-16","2019-2","A1264",NA
"8015","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","2 Ml in 1 Syringe (70004-200-06)","70004-200-06","2019-2","A1264",NA
"8016","Fentanyl Citrate",".01 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-202-32)","70004-202-32","2019-2","A1264",NA
"8017","Fentanyl Citrate",".01 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-229-32)","70004-229-32","2019-2","A1264",NA
"8018","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","5 Ml in 1 Syringe (70004-222-09)","70004-222-09","2019-2","A1264",NA
"8019","Fentanyl Citrate",".01 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","250 Ml in 1 Bag (70004-229-40)","70004-229-40","2019-2","A1264",NA
"8020","Fentanyl Citrate",".01 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","30 Ml in 1 Syringe (70004-202-16)","70004-202-16","2019-2","A1264",NA
"8021","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Syringe (70004-200-22)","70004-200-22","2019-2","A1264",NA
"8022","Fentanyl Citrate",".025 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Syringe (70004-205-22)","70004-205-22","2019-2","A1264",NA
"8023","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","55 Ml in 1 Syringe (70004-200-23)","70004-200-23","2019-2","A1264",NA
"8024","Fentanyl Citrate",".01 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","250 Ml in 1 Bag (70004-202-40)","70004-202-40","2019-2","A1264",NA
"8025","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Bag (70004-222-30)","70004-222-30","2019-2","A1264",NA
"8026","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","25 Ml in 1 Syringe (70004-200-20)","70004-200-20","2019-2","A1264",NA
"8027","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","55 Ml in 1 Syringe (70004-222-23)","70004-222-23","2019-2","A1264",NA
"8028","Fentanyl Citrate",".01 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Syringe (70004-202-22)","70004-202-22","2019-2","A1264",NA
"8029","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","25 Ml in 1 Syringe (70004-200-17)","70004-200-17","2019-2","A1264",NA
"8030","Fentanyl Citrate",".05 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-200-32)","70004-200-32","2019-2","A1264",NA
"8031","Fentanyl Citrate",".025 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","30 Ml in 1 Syringe (70004-205-21)","70004-205-21","2019-2","A1264",NA
"8032","Fentanyl Citrate; Bupivacaine Hydrochloride",".002 mg/1 mL; 1.25 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Syringe (70004-231-22)","70004-231-22","2019-2","A1107",NA
"8033","Fentanyl Citrate; Bupivacaine Hydrochloride",".005 mg/1 mL; .75 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Container (70004-251-64)","70004-251-64","2019-2","A1107",NA
"8034","Fentanyl Citrate; Bupivacaine Hydrochloride",".002 mg/1 mL; 1.25 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-231-32)","70004-231-32","2019-2","A1107",NA
"8035","Fentanyl Citrate; Bupivacaine Hydrochloride",".002 mg/1 mL; 1.25 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-231-64)","70004-231-64","2019-2","A1107",NA
"8036","Fentanyl Citrate; Bupivacaine Hydrochloride",".005 mg/1 mL; 1.25 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","55 Ml in 1 Syringe (70004-235-23)","70004-235-23","2019-2","A1107",NA
"8037","Fentanyl Citrate; Bupivacaine Hydrochloride",".005 mg/1 mL; 1.25 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","250 Ml in 1 Bag (70004-255-40)","70004-255-40","2019-2","A1107",NA
"8038","Fentanyl Citrate; Bupivacaine Hydrochloride",".002 mg/1 mL; 1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","250 Ml in 1 Bag (70004-230-40)","70004-230-40","2019-2","A1107",NA
"8039","Fentanyl Citrate; Bupivacaine Hydrochloride",".002 mg/1 mL; 1.25 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","250 Ml in 1 Bag (70004-254-40)","70004-254-40","2019-2","A1107",NA
"8040","Fentanyl Citrate; Bupivacaine Hydrochloride",".005 mg/1 mL; 4 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Container (70004-289-64)","70004-289-64","2019-2","A1107",NA
"8041","Fentanyl Citrate; Bupivacaine Hydrochloride",".002 mg/1 mL; 1.25 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","250 Ml in 1 Bag (70004-231-40)","70004-231-40","2019-2","A1107",NA
"8042","Fentanyl Citrate; Bupivacaine Hydrochloride",".005 mg/1 mL; 1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","250 Ml in 1 Bag (70004-242-40)","70004-242-40","2019-2","A1107",NA
"8043","Fentanyl Citrate; Bupivacaine Hydrochloride",".005 mg/1 mL; .625 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","250 Ml in 1 Bag (70004-234-40)","70004-234-40","2019-2","A1107",NA
"8044","Fentanyl Citrate; Bupivacaine Hydrochloride",".002 mg/1 mL; 1.25 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","250 Ml in 1 Bag (70004-231-66)","70004-231-66","2019-2","A1107",NA
"8045","Fentanyl Citrate; Bupivacaine Hydrochloride",".002 mg/1 mL; 1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","250 Ml in 1 Bag (70004-253-40)","70004-253-40","2019-2","A1107",NA
"8046","Fentanyl Citrate; Bupivacaine Hydrochloride",".002 mg/1 mL; .625 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","250 Ml in 1 Bag (70004-244-40)","70004-244-40","2019-2","A1107",NA
"8047","Fentanyl Citrate; Ropivacaine Hydrochloride",".002 mg/1 mL; 1.5 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Syringe (70004-266-22)","70004-266-22","2019-2","A1266",NA
"8048","Fentanyl Citrate; Ropivacaine Hydrochloride",".002 mg/1 mL; 2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","250 Ml in 1 Bag (70004-260-40)","70004-260-40","2019-2","A1266",NA
"8049","Fentanyl Citrate; Ropivacaine Hydrochloride",".002 mg/1 mL; 1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Syringe (70004-264-22)","70004-264-22","2019-2","A1266",NA
"8050","Fentanyl Citrate; Ropivacaine Hydrochloride",".002 mg/1 mL; 2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-260-64)","70004-260-64","2019-2","A1266",NA
"8051","Fentanyl Citrate; Ropivacaine Hydrochloride",".002 mg/1 mL; 2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-260-32)","70004-260-32","2019-2","A1266",NA
"8052","Glycopyrrolate",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","2 Ml in 1 Syringe (70004-638-06)","70004-638-06","2019-2","A1301",NA
"8053","Glycopyrrolate",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","5 Ml in 1 Syringe (70004-638-09)","70004-638-09","2019-2","A1301",NA
"8054","Glycopyrrolate",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","5 Ml in 1 Syringe (70004-640-11)","70004-640-11","2019-2","A1301",NA
"8055","Glycopyrrolate",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","5 Ml in 1 Syringe (70004-640-09)","70004-640-09","2019-2","A1301",NA
"8056","Glycopyrrolate",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","3 Ml in 1 Syringe (70004-640-25)","70004-640-25","2019-2","A1301",NA
"8057","Glycopyrrolate",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","2 Ml in 1 Syringe (70004-640-06)","70004-640-06","2019-2","A1301",NA
"8058","Heparin Sodium","5000 [USP'U]","injection, solution","SCA Pharmaceuticals, LLC","080545245","1 Injection, Solution in 1 Bag (70004-650-46)","70004-650-46","2019-2","A1305",NA
"8059","Heparin Sodium","7500 [USP'U]","injection, solution","SCA Pharmaceuticals, LLC","080545245","1 Injection, Solution in 1 Bag (70004-664-46)","70004-664-46","2019-2","A1305",NA
"8060","Heparin Sodium","10000 [USP'U]","injection, solution","SCA Pharmaceuticals, LLC","080545245","1 Injection, Solution in 1 Bag (70004-652-46)","70004-652-46","2019-2","A1305",NA
"8061","Heparin Sodium","5000 [USP'U]","injection, solution","SCA Pharmaceuticals, LLC","037559301","1 Injection, Solution in 1 Bag (70004-650-59)","70004-650-59","2019-2","A1305",NA
"8062","Heparin Sodium","2500 [USP'U]","injection, solution","SCA Pharmaceuticals, LLC","080545245","1 Injection, Solution in 1 Bag (70004-655-44)","70004-655-44","2019-2","A1305",NA
"8063","Heparin Sodium","5000 [USP'U]","injection, solution","SCA Pharmaceuticals, LLC","080545245","1 Injection, Solution in 1 Bag (70004-650-44)","70004-650-44","2019-2","A1305",NA
"8064","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-300-55)","70004-300-55","2019-2","A1332",NA
"8065","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Bag (70004-300-62)","70004-300-62","2019-2","A1332",NA
"8066","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","30 Ml in 1 Syringe (70004-300-18)","70004-300-18","2019-2","A1332",NA
"8067","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-300-63)","70004-300-63","2019-2","A1332",NA
"8068","Hydromorphone Hydrochloride","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-303-32)","70004-303-32","2019-2","A1332",NA
"8069","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","30 Ml in 1 Syringe (70004-300-21)","70004-300-21","2019-2","A1332",NA
"8070","Hydromorphone Hydrochloride","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","50 Ml in 1 Bag (70004-323-30)","70004-323-30","2019-2","A1332",NA
"8071","Hydromorphone Hydrochloride","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Syringe (70004-303-22)","70004-303-22","2019-2","A1332",NA
"8072","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","30 Ml in 1 Syringe (70004-322-18)","70004-322-18","2019-2","A1332",NA
"8073","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","30 Ml in 1 Syringe (70004-322-16)","70004-322-16","2019-2","A1332",NA
"8074","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Syringe (70004-300-22)","70004-300-22","2019-2","A1332",NA
"8075","Hydromorphone Hydrochloride","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","30 Ml in 1 Syringe (70004-303-21)","70004-303-21","2019-2","A1332",NA
"8076","Hydromorphone Hydrochloride","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","25 Ml in 1 Syringe (70004-303-17)","70004-303-17","2019-2","A1332",NA
"8077","Hydromorphone Hydrochloride","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Bag (70004-303-62)","70004-303-62","2019-2","A1332",NA
"8078","Hydromorphone Hydrochloride","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","30 Ml in 1 Syringe (70004-303-27)","70004-303-27","2019-2","A1332",NA
"8079","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Bag (70004-300-30)","70004-300-30","2019-2","A1332",NA
"8080","Hydromorphone Hydrochloride",".5 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Syringe (70004-302-22)","70004-302-22","2019-2","A1332",NA
"8081","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","30 Ml in 1 Syringe (70004-300-16)","70004-300-16","2019-2","A1332",NA
"8082","Hydromorphone Hydrochloride","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Bag (70004-303-30)","70004-303-30","2019-2","A1332",NA
"8083","Hydromorphone Hydrochloride","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","30 Ml in 1 Syringe (70004-303-16)","70004-303-16","2019-2","A1332",NA
"8084","Isoproterenol Hydrochloride",".004 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Bag (70004-695-31)","70004-695-31","2019-2","A1371",NA
"8085","Isoproterenol Hydrochloride",".004 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-695-33)","70004-695-33","2019-2","A1371",NA
"8086","Ketamine Hydrochloride","50 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","1 Ml in 1 Syringe (70004-433-05)","70004-433-05","2019-2","A1374",NA
"8087","Ketamine Hydrochloride","2 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Bag (70004-434-30)","70004-434-30","2019-2","A1374",NA
"8088","Ketamine Hydrochloride","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","5 Ml in 1 Syringe (70004-430-09)","70004-430-09","2019-2","A1374",NA
"8089","Ketamine Hydrochloride","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","10 Ml in 1 Syringe (70004-430-12)","70004-430-12","2019-2","A1374",NA
"8090","Labetalol Hydrochloride","5 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","2 Ml in 1 Syringe (70004-700-06)","70004-700-06","2019-2","A1387",NA
"8091","Labetalol Hydrochloride","5 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","4 Ml in 1 Syringe (70004-700-28)","70004-700-28","2019-2","A1387",NA
"8092","Lidocaine Hydrochloride","20 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","10 Ml in 1 Syringe (70004-728-12)","70004-728-12","2019-2","A1400",NA
"8093","Lidocaine Hydrochloride","20 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","5 Ml in 1 Syringe (70004-723-09)","70004-723-09","2019-2","A1400",NA
"8094","Lidocaine Hydrochloride","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","1 Ml in 1 Syringe (70004-720-05)","70004-720-05","2019-2","A1400",NA
"8095","Lidocaine Hydrochloride","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","5 Ml in 1 Syringe (70004-720-09)","70004-720-09","2019-2","A1400",NA
"8096","Lidocaine Hydrochloride","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","10 Ml in 1 Syringe (70004-720-12)","70004-720-12","2019-2","A1400",NA
"8097","Lidocaine Hydrochloride Anhydrous","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","5 Ml in 1 Syringe (70004-725-09)","70004-725-09","2019-2","A1400",NA
"8098","Lidocaine Hydrochloride Anhydrous","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","10 Ml in 1 Syringe (70004-725-12)","70004-725-12","2019-2","A1400",NA
"8099","Lidocaine Hydrochloride Anhydrous","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","1 Ml in 1 Syringe (70004-725-05)","70004-725-05","2019-2","A1400",NA
"8100","Magnesium Sulfate Heptahydrate","2 g","injection, solution","SCA Pharmaceuticals, LLC","080545245","1 Injection, Solution in 1 Bag (70004-731-30)","70004-731-30","2019-2","A1457",NA
"8101","Methadone Hydrochloride","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245",".5 Ml in 1 Syringe (70004-380-03)","70004-380-03","2019-2","A1470",NA
"8102","Methadone Hydrochloride","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","1 Ml in 1 Syringe (70004-380-05)","70004-380-05","2019-2","A1470",NA
"8103","Methohexital Sodium","10 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","10 Ml in 1 Syringe (70004-440-12)","70004-440-12","2019-2","A1479",NA
"8104","Midazolam Hydrochloride","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","100 Ml in 1 Bag (70004-411-59)","70004-411-59","2019-2","A1495",NA
"8105","Midazolam Hydrochloride","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","50 Ml in 1 Bag (70004-411-56)","70004-411-56","2019-2","A1495",NA
"8106","Morphine Sulfate","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","080545245","3 Ml in 1 Syringe (70004-100-25)","70004-100-25","2019-2","A1508",NA
"8107","Morphine Sulfate","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","30 Ml in 1 Syringe (70004-110-16)","70004-110-16","2019-2","A1508",NA
"8108","Morphine Sulfate","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","100 Ml in 1 Bag (70004-100-55)","70004-100-55","2019-2","A1508",NA
"8109","Morphine Sulfate","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","100 Ml in 1 Bag (70004-110-59)","70004-110-59","2019-2","A1508",NA
"8110","Morphine Sulfate","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","30 Ml in 1 Bag (70004-100-56)","70004-100-56","2019-2","A1508",NA
"8111","Morphine Sulfate","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","55 Ml in 1 Syringe (70004-100-23)","70004-100-23","2019-2","A1508",NA
"8112","Morphine Sulfate","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","50 Ml in 1 Bag (70004-100-69)","70004-100-69","2019-2","A1508",NA
"8113","Morphine Sulfate","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","30 Ml in 1 Syringe (70004-110-18)","70004-110-18","2019-2","A1508",NA
"8114","Morphine Sulfate","1 mg/1 mL","injection, solution","SCA Pharmaceuticals, LLC","037559301","30 Ml in 1 Syringe (70004-100-21)","70004-100-21","2019-2","A1508",NA
