"","Active","Facility","Segment","ActiveCount","ProductCount","FacilitySegmentCount","SegmentCount","ProducedByCP","City","State","lon","lat","InitialRegistration","FacilitySqFt","Employees","Services","EstSales","EstFacilitySize"
"2148","Bupivacaine Hydrochloride Anhydrous","Pentec Health, Inc","PlasticSurgery",2,21,5,475,NA,"Boothwyn","PA",-75.4415843,39.8301125,2016-09-21,"NA",114,"Compounding",116940000,"Large"
"2149","Epinephrine","Pentec Health, Inc","PlasticSurgery",15,21,5,475,"Y","Boothwyn","PA",-75.4415843,39.8301125,2016-09-21,"NA",114,"Compounding",116940000,"Large"
"2150","Hydromorphone","Pentec Health, Inc","PlasticSurgery",4,21,5,475,NA,"Boothwyn","PA",-75.4415843,39.8301125,2016-09-21,"NA",114,"Compounding",116940000,"Large"
"2151","Norepinephrine Bitartrate","Pentec Health, Inc","PlasticSurgery",14,21,5,475,NA,"Boothwyn","PA",-75.4415843,39.8301125,2016-09-21,"NA",114,"Compounding",116940000,"Large"
"2152","Amiodarone Hydrochloride","PharMEDium Services, LLC SugarLand","PlasticSurgery",4,58,9,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2153","Atropine Sulfate","Pharmedium Services, LLC, Dayton","PlasticSurgery",14,74,17,475,NA,"Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2154","Bupivacaine Hydrochloride","Pharmedium Services, LLC, Dayton","PlasticSurgery",11,74,17,475,NA,"Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2155","Bupivacaine Hydrochloride","PharMEDium Services, LLC SugarLand","PlasticSurgery",11,58,9,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2156","Bupivacaine Hydrochloride","Pharmedium Services, LLC Cleveland","PlasticSurgery",11,54,18,475,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2157","Cefazolin Sodium","PharMEDium Services, LLC SugarLand","PlasticSurgery",3,58,9,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2158","Cefazolin Sodium","Pharmedium Services, LLC, Dayton","PlasticSurgery",3,74,17,475,NA,"Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2159","Cisatracurium Besylate","Pharmedium Services, LLC Cleveland","PlasticSurgery",2,54,18,475,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2160","Diltiazem Hydrochloride","PharMEDium Services, LLC SugarLand","PlasticSurgery",12,58,9,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2161","Diltiazem Hydrochloride","Pharmedium Services, LLC, Dayton","PlasticSurgery",12,74,17,475,NA,"Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2162","Ephedrine Sulfate","Pharmedium Services, LLC, Dayton","PlasticSurgery",21,74,17,475,"Y","Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2163","Ephedrine Sulfate","Pharmedium Services, LLC Cleveland","PlasticSurgery",21,54,18,475,"Y","Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2164","Epinephrine","Pharmedium Services, LLC Cleveland","PlasticSurgery",15,54,18,475,"Y","Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2165","Epinephrine","PharMEDium Services, LLC SugarLand","PlasticSurgery",15,58,9,475,"Y","Sugar Land","TX",-95.6225521,29.5984434,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2166","Epinephrine Hydrochloride","Pharmedium Services, LLC, Dayton","PlasticSurgery",2,74,17,475,NA,"Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2167","Esmolol Hydrochloride","Pharmedium Services, LLC Cleveland","PlasticSurgery",5,54,18,475,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2168","Fentanyl Citrate","Pharmedium Services, LLC, Dayton","PlasticSurgery",20,74,17,475,NA,"Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2169","Fentanyl Citrate","Pharmedium Services, LLC Cleveland","PlasticSurgery",20,54,18,475,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2170","Fentanyl Citrate; Bupivacaine Hydrochloride","Pharmedium Services, LLC Cleveland","PlasticSurgery",5,54,18,475,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2171","Hydromorphone Hydrochloride","Pharmedium Services, LLC Cleveland","PlasticSurgery",18,54,18,475,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2172","Hydromorphone Hydrochloride","Pharmedium Services, LLC, Dayton","PlasticSurgery",18,74,17,475,NA,"Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2173","Ketamine Hydrochloride","Pharmedium Services, LLC Cleveland","PlasticSurgery",14,54,18,475,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2174","Labetalol Hydrochloride","Pharmedium Services, LLC Cleveland","PlasticSurgery",12,54,18,475,"Y","Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2175","Labetalol Hydrochloride","Pharmedium Services, LLC, Dayton","PlasticSurgery",12,74,17,475,"Y","Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2176","Methadone Hydrochloride","Pharmedium Services, LLC Cleveland","PlasticSurgery",7,54,18,475,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2177","Methadone Hydrochloride","Pharmedium Services, LLC, Dayton","PlasticSurgery",7,74,17,475,NA,"Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2178","Methohexital Sodium","Pharmedium Services, LLC Cleveland","PlasticSurgery",2,54,18,475,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2179","Midazolam Hydrochloride","Pharmedium Services, LLC Cleveland","PlasticSurgery",7,54,18,475,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2180","Norepinephrine Bitartrate","Pharmedium Services, LLC, Dayton","PlasticSurgery",14,74,17,475,NA,"Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2181","Norepinephrine Bitartrate","PharMEDium Services, LLC SugarLand","PlasticSurgery",14,58,9,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2182","Remifentanil Hydrochloride","Pharmedium Services, LLC, Dayton","PlasticSurgery",4,74,17,475,NA,"Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2183","Remifentanil Hydrochloride","Pharmedium Services, LLC Cleveland","PlasticSurgery",4,54,18,475,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2184","Rocuronium Bromide","Pharmedium Services, LLC Cleveland","PlasticSurgery",13,54,18,475,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2185","Rocuronium Bromide","Pharmedium Services, LLC, Dayton","PlasticSurgery",13,74,17,475,NA,"Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2186","Succinylcholine Chloride","Pharmedium Services, LLC Cleveland","PlasticSurgery",18,54,18,475,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2187","Succinylcholine Chloride","Pharmedium Services, LLC, Dayton","PlasticSurgery",18,74,17,475,NA,"Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"2188","Vecuronium Bromide","PharMEDium Services, LLC SugarLand","PlasticSurgery",3,58,9,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2013-12-11,"NA",12,"Compounding",632447,"Small"
"2189","Calcium Chloride","Pine Pharmaceuticals LLC","PlasticSurgery",5,84,14,475,NA,"Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"2190","Ceftazidime","Pine Pharmaceuticals LLC","PlasticSurgery",5,84,14,475,"Y","Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"2191","Cefuroxime Sodium","Pine Pharmaceuticals LLC","PlasticSurgery",4,84,14,475,NA,"Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"2192","Ephedrine Sulfate","Pine Pharmaceuticals LLC","PlasticSurgery",21,84,14,475,"Y","Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"2193","Remifentanil Hydrochloride","Pine Pharmaceuticals LLC","PlasticSurgery",4,84,14,475,NA,"Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"2194","Vancomycin Hydrochloride; Gentamicin Sulfate","Pine Pharmaceuticals LLC","PlasticSurgery",1,84,14,475,NA,"Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"2195","Bupivacaine Hydrochloride","Premier Pharmacy Labs, Inc","PlasticSurgery",11,88,17,475,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2196","Calcium Chloride","Premier Pharmacy Labs, Inc","PlasticSurgery",5,88,17,475,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2197","Ceftazidime","Premier Pharmacy Labs, Inc","PlasticSurgery",5,88,17,475,"Y","Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2198","Droperidol","Premier Pharmacy Labs, Inc","PlasticSurgery",3,88,17,475,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2199","Ephedrine Sulfate","Premier Pharmacy Labs, Inc","PlasticSurgery",21,88,17,475,"Y","Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2200","Glycopyrrolate","Premier Pharmacy Labs, Inc","PlasticSurgery",19,88,17,475,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2201","Hydromorphone Hydrochloride","Premier Pharmacy Labs, Inc","PlasticSurgery",18,88,17,475,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2202","Isoproterenol Hydrochloride","Premier Pharmacy Labs, Inc","PlasticSurgery",6,88,17,475,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2203","Nitroglycerin","Premier Pharmacy Labs, Inc","PlasticSurgery",3,88,17,475,"Y","Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2204","Promethazine Hydrochloride","Premier Pharmacy Labs, Inc","PlasticSurgery",3,88,17,475,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2205","Rocuronium Bromide","Premier Pharmacy Labs, Inc","PlasticSurgery",13,88,17,475,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2206","Succinylcholine Chloride","Premier Pharmacy Labs, Inc","PlasticSurgery",18,88,17,475,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2207","Tetracaine Hydrochloride","Premier Pharmacy Labs, Inc","PlasticSurgery",7,88,17,475,"Y","Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2208","Amiodarone Hydrochloride","QuVa Pharma, Inc.","PlasticSurgery",4,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2209","Bupivacaine Hydrochloride","QuVa Pharma, Inc.","PlasticSurgery",11,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2210","Diltiazem Hydrochloride","QuVa Pharma, Inc.","PlasticSurgery",12,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2211","Droperidol","QuVa Pharma, Inc.","PlasticSurgery",3,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2212","Ephedrine Sulfate","QuVa Pharma, Inc.","PlasticSurgery",21,85,22,475,"Y","Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2213","Fentanyl Citrate","QuVa Pharma, Inc.","PlasticSurgery",20,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2214","Glycopyrrolate","QuVa Pharma, Inc.","PlasticSurgery",19,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2215","Hydromorphone Hydrochloride","QuVa Pharma, Inc.","PlasticSurgery",18,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2216","Ketamine Hydrochloride","QuVa Pharma, Inc.","PlasticSurgery",14,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2217","Labetalol Hydrochloride","QuVa Pharma, Inc.","PlasticSurgery",12,85,22,475,"Y","Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2218","Lidocaine Hydrochloride Anhydrous","QuVa Pharma, Inc.","PlasticSurgery",5,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2219","Methadone Hydrochloride","QuVa Pharma, Inc.","PlasticSurgery",7,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2220","Midazolam Hydrochloride","QuVa Pharma, Inc.","PlasticSurgery",7,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2221","Norepinephrine Bitartrate","QuVa Pharma, Inc.","PlasticSurgery",14,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2222","Rocuronium Bromide","QuVa Pharma, Inc.","PlasticSurgery",13,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2223","Succinylcholine Chloride","QuVa Pharma, Inc.","PlasticSurgery",18,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2224","Ceftazidime","RAM Pharma, Inc.","PlasticSurgery",5,64,13,475,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"2225","Diphenhydramine Hydrochloride","RAM Pharma, Inc.","PlasticSurgery",3,64,13,475,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"2226","Ephedrine Sulfate","RAM Pharma, Inc.","PlasticSurgery",21,64,13,475,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"2227","Epinephrine","RAM Pharma, Inc.","PlasticSurgery",15,64,13,475,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"2228","Labetalol Hydrochloride","RAM Pharma, Inc.","PlasticSurgery",12,64,13,475,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"2229","Tetracaine Hydrochloride","RAM Pharma, Inc.","PlasticSurgery",7,64,13,475,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"2230","Cefazolin","RC Outsourcing, LLC","PlasticSurgery",2,30,5,475,NA,"Lowellville","OH",-80.5364593,41.0353371,2015-10-06,"4500",6,"Compounding",280501,"Small"
"2231","Ceftazidime","RC Outsourcing, LLC","PlasticSurgery",5,30,5,475,"Y","Lowellville","OH",-80.5364593,41.0353371,2015-10-06,"4500",6,"Compounding",280501,"Small"
"2232","Cefuroxime","RC Outsourcing, LLC","PlasticSurgery",2,30,5,475,NA,"Lowellville","OH",-80.5364593,41.0353371,2015-10-06,"4500",6,"Compounding",280501,"Small"
"2233","Atropine Sulfate","RXQ Compounding, LLC","PlasticSurgery",14,119,19,475,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2234","Bupivacaine Hydrochloride","RXQ Compounding, LLC","PlasticSurgery",11,119,19,475,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2235","Calcium Chloride","RXQ Compounding, LLC","PlasticSurgery",5,119,19,475,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2236","Diphenhydramine Hydrochloride","RXQ Compounding, LLC","PlasticSurgery",3,119,19,475,"Y","Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2237","Ephedrine Sulfate","RXQ Compounding, LLC","PlasticSurgery",21,119,19,475,"Y","Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2238","Epinephrine","RXQ Compounding, LLC","PlasticSurgery",15,119,19,475,"Y","Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2239","Esmolol Hydrochloride","RXQ Compounding, LLC","PlasticSurgery",5,119,19,475,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2240","Fentanyl Citrate","RXQ Compounding, LLC","PlasticSurgery",20,119,19,475,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2241","Glycopyrrolate","RXQ Compounding, LLC","PlasticSurgery",19,119,19,475,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2242","Hydromorphone Hydrochloride","RXQ Compounding, LLC","PlasticSurgery",18,119,19,475,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2243","Ketamine Hydrochloride","RXQ Compounding, LLC","PlasticSurgery",14,119,19,475,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2244","Labetalol Hydrochloride","RXQ Compounding, LLC","PlasticSurgery",12,119,19,475,"Y","Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2245","Lidocaine Hydrochloride Anhydrous","RXQ Compounding, LLC","PlasticSurgery",5,119,19,475,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2246","Midazolam","RXQ Compounding, LLC","PlasticSurgery",9,119,19,475,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2247","Procaine Hydrochloride","RXQ Compounding, LLC","PlasticSurgery",4,119,19,475,"Y","Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2248","Succinylcholine Chloride Dihydrate","RXQ Compounding, LLC","PlasticSurgery",2,119,19,475,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2249","Acetaminophen","SCA Pharmaceuticals, LLC","PlasticSurgery",2,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2250","Atropine Sulfate","SCA Pharmaceuticals, LLC","PlasticSurgery",14,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2251","Diltiazem Hydrochloride","SCA Pharmaceuticals, LLC","PlasticSurgery",12,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2252","Ephedrine Sulfate","SCA Pharmaceuticals, LLC","PlasticSurgery",21,96,25,475,"Y","Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2253","Esmolol Hydrochloride","SCA Pharmaceuticals, LLC","PlasticSurgery",5,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2254","Fentanyl Citrate","SCA Pharmaceuticals, LLC","PlasticSurgery",20,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2255","Fentanyl Citrate; Bupivacaine Hydrochloride","SCA Pharmaceuticals, LLC","PlasticSurgery",5,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2256","Glycopyrrolate","SCA Pharmaceuticals, LLC","PlasticSurgery",19,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2257","Hydromorphone Hydrochloride","SCA Pharmaceuticals, LLC","PlasticSurgery",18,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2258","Isoproterenol Hydrochloride","SCA Pharmaceuticals, LLC","PlasticSurgery",6,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2259","Ketamine Hydrochloride","SCA Pharmaceuticals, LLC","PlasticSurgery",14,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2260","Labetalol Hydrochloride","SCA Pharmaceuticals, LLC","PlasticSurgery",12,96,25,475,"Y","Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2261","Lidocaine Hydrochloride Anhydrous","SCA Pharmaceuticals, LLC","PlasticSurgery",5,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2262","Methadone Hydrochloride","SCA Pharmaceuticals, LLC","PlasticSurgery",7,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2263","Methohexital Sodium","SCA Pharmaceuticals, LLC","PlasticSurgery",2,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2264","Midazolam Hydrochloride","SCA Pharmaceuticals, LLC","PlasticSurgery",7,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2265","Norepinephrine Bitartrate","SCA Pharmaceuticals, LLC","PlasticSurgery",14,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2266","Remifentanil Hydrochloride","SCA Pharmaceuticals, LLC","PlasticSurgery",4,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2267","Rocuronium Bromide","SCA Pharmaceuticals, LLC","PlasticSurgery",13,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2268","Succinylcholine Chloride","SCA Pharmaceuticals, LLC","PlasticSurgery",18,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2269","Vecuronium Bromide","SCA Pharmaceuticals, LLC","PlasticSurgery",3,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2270","Lidocaine; Mupirocin","Sincerus Florida, LLC.","PlasticSurgery",1,6,1,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2271","Lidocaine; Phenylephrine Hydrochloride; Prilocaine","Sincerus Florida, LLC","PlasticSurgery",1,110,3,475,NA,"Pompano Beach","FL",-80.1247667,26.2378597,2016-03-10,"20000",30,"Compounding, Speciality formulations",3200000,"Medium"
"2272","Amiodarone Hydrochloride","Ssm Hlth St Clare Hosp-Fnton","PlasticSurgery",4,29,7,475,NA,"Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
"2273","Fentanyl Citrate","Ssm Hlth St Clare Hosp-Fnton","PlasticSurgery",20,29,7,475,NA,"Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
"2274","Hydromorphone Hydrochloride","Ssm Hlth St Clare Hosp-Fnton","PlasticSurgery",18,29,7,475,NA,"Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
"2275","Norepinephrine Bitartrate","Ssm Hlth St Clare Hosp-Fnton","PlasticSurgery",14,29,7,475,NA,"Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
"2276","Succinylcholine Chloride","Ssm Hlth St Clare Hosp-Fnton","PlasticSurgery",18,29,7,475,NA,"Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
"2277","Norepinephrine","SterRx","PlasticSurgery",3,20,5,475,NA,"Plattsburg","NY",-94.4480059,39.5655549,2015-05-29,"NA",32,"Compounding",11040000,"Medium"
"2278","Diazepam","Stokes Healthcare","PlasticSurgery",4,16,3,475,NA,"Mt. Laurel","NJ",-74.8909988,39.934002,2018-01-30,"NA",49,"Compounding",5300000,"Medium"
"2279","Hydromorphone","Stokes Healthcare","PlasticSurgery",4,16,3,475,NA,"Mt. Laurel","NJ",-74.8909988,39.934002,2018-01-30,"NA",49,"Compounding",5300000,"Medium"
"2280","Methadone Hydrochloride","Stokes Healthcare","PlasticSurgery",7,16,3,475,NA,"Mt. Laurel","NJ",-74.8909988,39.934002,2018-01-30,"NA",49,"Compounding",5300000,"Medium"
"2281","Acetaminophen","US Compounding, Inc.","PlasticSurgery",2,87,16,475,NA,"Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"2282","Diazepam","US Compounding, Inc.","PlasticSurgery",4,87,16,475,NA,"Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
