"","Active Ingredients","Active Ingredients Info","Dosage","Facility","Facility UID","Package Description","NDC Package Code","Report Year"
"7147","Morphine Sulfate","50 mg/50 mL","injection","QuVa Pharma","079937015","50 Ml in 1 Bag",NA,"2020-2"
"7148","Neostigmine Methylsulfate","5 mg/5 mL","injection","QuVa Pharma","079937015","5 Ml in 1 Syringe",NA,"2020-2"
"7149","Neostigmine Methylsulfate","5 mg/5 mL","injection","QuVa Pharma, Inc.","036662848","5 Ml in 1 Syringe",NA,"2020-2"
"7150","Norepinephrine","8 mg/250 mL","injection","QuVa Pharma","079937015","250 Ml in 1 Bag",NA,"2020-2"
"7151","Norepinephrine","4 mg/250 mL","injection","QuVa Pharma","079937015","250 Ml in 1 Bag",NA,"2020-2"
"7152","Norepinephrine Bitartrate","8 mg/250 mL","injection","QuVa Pharma, Inc.","036662848","250 Ml in 1 Bag",NA,"2020-2"
"7153","Norepinephrine Bitartrate","4 mg/250 mL","injection","QuVa Pharma, Inc.","036662848","250 Ml in 1 Bag",NA,"2020-2"
"7154","Norepinephrine Bitartrate","3 g/3 L","injection","QuVa Pharma, Inc.","036662848","3 L in 1 Bag",NA,"2020-2"
"7155","Oxytocin","20 U/1000 mL","injection","QuVa Pharma, Inc.","036662848","1000 Ml in 1 Bag",NA,"2020-2"
"7156","Oxytocin","30 U/500 mL","injection","QuVa Pharma, Inc.","036662848","500 Ml in 1 Bag",NA,"2020-2"
"7157","Oxytocin","30 [USP'U]/500 mL","injection","QuVa Pharma","079937015","500 Ml in 1 Bag",NA,"2020-2"
"7158","Phenylephrine Hydrochloride","1 mg/10 mL","injection","QuVa Pharma","079937015","10 Ml in 1 Syringe",NA,"2020-2"
"7159","Phenylephrine Hydrochloride","400 ug/10 mL","injection","QuVa Pharma","079937015","10 Ml in 1 Syringe",NA,"2020-2"
"7160","Phenylephrine Hydrochloride","800 ug/10 mL","injection","QuVa Pharma, Inc.","036662848","10 Ml in 1 Syringe",NA,"2020-2"
"7161","Phenylephrine Hydrochloride","40 mg/250 mL","injection","QuVa Pharma, Inc.","036662848","250 Ml in 1 Bag",NA,"2020-2"
"7162","Phenylephrine Hydrochloride","1 mg/10 mL","injection","QuVa Pharma, Inc.","036662848","10 Ml in 1 Syringe",NA,"2020-2"
"7163","Phenylephrine Hydrochloride","50 mg/250 mL","injection","QuVa Pharma, Inc.","036662848","250 Ml in 1 Bag",NA,"2020-2"
"7164","Phenylephrine Hydrochloride","25 mg/250 mL","injection","QuVa Pharma, Inc.","036662848","250 Ml in 1 Bag",NA,"2020-2"
"7165","Phenylephrine Hydrochloride","300 mg/3000 mL","injection","QuVa Pharma, Inc.","036662848","3000 Ml in 1 Bag",NA,"2020-2"
"7166","Phenylephrine Hydrochloride","20 mg/250 mL","injection","QuVa Pharma, Inc.","036662848","250 Ml in 1 Bag",NA,"2020-2"
"7167","Phenylephrine Hydrochloride","120 mg/3000 mL","injection","QuVa Pharma, Inc.","080064259","3000 Ml in 1 Bag",NA,"2020-2"
"7168","Rocuronium Bromide","100 mg/10 mL","injection","QuVa Pharma","079937015","10 Ml in 1 Syringe",NA,"2020-2"
"7169","Rocuronium Bromide","100 mg/10 mL","injection","QuVa Pharma, Inc.","036662848","10 Ml in 1 Syringe",NA,"2020-2"
"7170","Rocuronium Bromide","30 g/3000 mL","injection","QuVa Pharma, Inc.","036662848","3000 Ml in 1 Syringe",NA,"2020-2"
"7171","Rocuronium Bromide","50 mg/5 mL","injection","QuVa Pharma, Inc.","036662848","5 Ml in 1 Syringe",NA,"2020-2"
"7172","Rocuronium Bromide","100 mg/10 mL","injection","QuVa Pharma","079937015","5 Ml in 1 Syringe",NA,"2020-2"
"7173","Ropivacaine Hydrochloride","800 mg/400 mL","injection","QuVa Pharma","079937015","400 Ml in 1 Bag",NA,"2020-2"
"7174","Ropivacaine Hydrochloride","500 mg/250 mL","injection","QuVa Pharma","079937015","250 Ml in 1 Cartridge",NA,"2020-2"
"7175","Ropivacaine Hydrochloride","1 g/500 mL","injection","QuVa Pharma","079937015","500 Ml in 1 Bag",NA,"2020-2"
"7176","Ropivacaine Hydrochloride","400 mg/200 mL","injection","QuVa Pharma","079937015","200 Ml in 1 Cartridge",NA,"2020-2"
"7177","Ropivacaine Hydrochloride","200 mg/100 mL","injection","QuVa Pharma","079937015","100 Ml in 1 Cartridge",NA,"2020-2"
"7178","Ropivacaine Hydrochloride","6 g/3000 mL","injection","QuVa Pharma, Inc.","080064259","3000 Ml in 1 Bag",NA,"2020-2"
"7179","Ropivacaine Hydrochloride; Clonidine Hydrochloride; Ketorolac Tromethamine; Epinephrine","123 mg/50 mL; .04 mg/50 mL; 15 mg/50 mL; .25 mg/50 mL","injection","QuVa Pharma, Inc.","036662848","50 Ml in 1 Syringe",NA,"2020-2"
"7180","Ropivacaine Hydrochloride; Clonidine Hydrochloride; Ketorolac Tromethamine; Racephedrine","123 mg/50 mL; .04 mg/50 mL; 15 mg/50 mL; .25 mg/50 mL","injection","QuVa Pharma, Inc.","036662848","50 Ml in 1 Syringe",NA,"2020-2"
"7181","Ropivacaine Hydrochloride; Fentanyl Citrate","200 mg/200 mL; 400 ug/200 mL","injection","QuVa Pharma","079937015","200 Ml in 1 Bag",NA,"2020-2"
"7182","Ropivacaine Hydrochloride; Fentanyl Citrate","200 mg/200 mL; 400 ug/200 mL","injection","QuVa Pharma","079937015","200 Ml in 1 Cartridge",NA,"2020-2"
"7183","Ropivacaine Hydrochloride; Fentanyl Citrate","200 mg/100 mL; 200 ug/100 mL","injection","QuVa Pharma","079937015","100 Ml in 1 Bag",NA,"2020-2"
"7184","Ropivacaine Hydrochloride; Fentanyl Citrate","200 mg/100 mL; 200 ug/100 mL","injection","QuVa Pharma","079937015","100 Ml in 1 Cartridge",NA,"2020-2"
"7185","Ropivacaine Hydrochloride; Fentanyl Citrate","500 mg/250 mL; 500 ug/250 mL","injection","QuVa Pharma","079937015","200 Ml in 1 Bag",NA,"2020-2"
"7186","Ropivacaine Hydrochloride; Fentanyl Citrate","400 mg/200 mL; 400 ug/200 mL","injection","QuVa Pharma","079937015","200 Ml in 1 Cartridge",NA,"2020-2"
"7187","Ropivacaine Hydrochloride; Fentanyl Citrate","6000 mg/3000 mL; 6 mg/3000 mL","injection","QuVa Pharma, Inc.","080064259","3000 Ml in 1 Bag",NA,"2020-2"
"7188","Ropivacaine Hydrochloride; Fentanyl Citrate","3000 mg/3000 mL; 6 mg/3000 mL","injection","QuVa Pharma, Inc.","080064259","3000 Ml in 1 Bag",NA,"2020-2"
"7189","Succinylcholine Chloride","200 mg/10 mL","injection","QuVa Pharma, Inc.","036662848","10 Ml in 1 Syringe",NA,"2020-2"
"7190","Succinylcholine Chloride","140 mg/7 mL","injection","QuVa Pharma","079937015","7 Ml in 1 Syringe",NA,"2020-2"
"7191","Succinylcholine Chloride","200 mg/10 mL","injection","QuVa Pharma","079937015","10 Ml in 1 Syringe",NA,"2020-2"
"7192","Succinylcholine Chloride","100 mg/5 mL","injection","QuVa Pharma","079937015","5 Ml in 1 Syringe",NA,"2020-2"
"7193","Succinylcholine Chloride","60 g/3000 mL","injection","QuVa Pharma, Inc.","036662848","3000 Ml in 1 Bag",NA,"2020-2"
"7194","Succinylcholine Chloride","100 mg/5 mL","injection","QuVa Pharma, Inc.","036662848","5 Ml in 1 Syringe",NA,"2020-2"
"7195","Succinylcholine Chloride","140 mg/7 mL","injection","QuVa Pharma, Inc.","036662848","7 Ml in 1 Syringe",NA,"2020-2"
"7196","Tetracaine Hydrochloride; Racepinephrine Hydrochloride; Lidocaine Hydrochloride","15 mg/3 mL; 1.5 mg/3 mL; 120 mg/3 mL","gel","QuVa Pharma, Inc.","080064259","3 Ml in 1 Syringe",NA,"2020-2"
"7197","Tetracaine Hydrochloride; Racepinephrine Hydrochloride; Lidocaine Hydrochloride","15 mg/3 mL; 1.5 mg/3 mL; 120 mg/3 mL","solution","QuVa Pharma, Inc.","080064259","3 Ml in 1 Syringe",NA,"2020-2"
"7198","Tetracaine Hydrochloride; Racepinephrine Hydrochloride; Lidocaine Hydrochloride","7.5 mg/1.5 mL; .75 mg/1.5 mL; 60 mg/1.5 mL","gel","QuVa Pharma, Inc.","080064259","1.5 Ml in 1 Syringe",NA,"2020-2"
"7199","Vancomycin Hydrochloride","1.5 g/500 mL","injection","QuVa Pharma, Inc.","036662848","500 Ml in 1 Bag",NA,"2020-2"
"7200","Vancomycin Hydrochloride","1.5 g/250 mL","injection","QuVa Pharma, Inc.","036662848","250 Ml in 1 Bag",NA,"2020-2"
"7201","Vancomycin Hydrochloride","2 g/500 mL","injection","QuVa Pharma, Inc.","036662848","500 Ml in 1 Bag",NA,"2020-2"
"7202","Vancomycin Hydrochloride","1 g/250 mL","injection","QuVa Pharma, Inc.","036662848","250 Ml in 1 Bag",NA,"2020-2"
"7203","Vancomycin Hydrochloride","1.25 g/250 mL","injection","QuVa Pharma, Inc.","036662848","250 Ml in 1 Bag",NA,"2020-2"
"7204","Vancomycin Hydrochloride","1.75 g/250 mL","injection","QuVa Pharma, Inc.","036662848","250 Ml in 1 Bag",NA,"2020-2"
"7205","Vancomycin Hydrochloride","300 g/3000 mL","injection","QuVa Pharma, Inc.","036662848","3000 Ml in 1 Bag",NA,"2020-2"
"7206","Vancomycin Hydrochloride","1250 mg/250 mL","injection","QuVa Pharma","079937015","250 Ml in 1 Bag",NA,"2020-2"
"7207","Aflibercept","2 mg/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7208","Aminobenzoic Acid","1 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","10 Ml in 1 Vial, Glass",NA,"2019-1"
"7209","Apomorphine Hydrochloride","10 mg","capsule","RAM Pharma, Inc.","079866136","1 Capsule in 1 Bottle, Plastic > 1 Capsule in 1 Capsule",NA,"2019-1"
"7210","Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".12 g/1 g; .04 g/1 g; .08 g/1 g","cream","RAM Pharma, Inc.","079866136","240 G in 1 Jar",NA,"2019-1"
"7211","Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".2 g/1 g; .06 g/1 g; .04 g/1 g","cream","RAM Pharma, Inc.","079866136","240 G in 1 Jar",NA,"2019-1"
"7212","Benzocaine; Lidocaine; Tetracaine",".2 g/1 g; .06 g/1 g; .04 g/1 g","gel","RAM Pharma, Inc.","079866136","240 G in 1 Jar",NA,"2019-1"
"7213","Benzocaine; Lidocaine; Tetracaine",".2 g/1 g; .06 g/1 g; .04 g/1 g","gel","RAM Pharma, Inc.","079866136","30 G in 1 Jar",NA,"2019-1"
"7214","Benzocaine; Lidocaine; Tetracaine",".2 g/1 g; .06 g/1 g; .04 g/1 g","gel","RAM Pharma, Inc.","079866136","100 G in 1 Jar",NA,"2019-1"
"7215","Betamethasone Acetate; Betamethasone Sodium Phosphate","3 mg/1 mL; 3 mg/1 mL","injection, suspension","RAM Pharma, Inc.","079866136","2 Ml in 1 Vial, Glass",NA,"2019-1"
"7216","Bevacizumab","1.25 mg/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7217","Cantharidin","7 mg/1 mL","solution","RAM Pharma, Inc.","079866136","7.5 Ml in 1 Bottle",NA,"2019-1"
"7218","Ceftazidime","2250 ug/.1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7219","Chlorhexidine Gluconate","2.4 mg/1 mL","solution","RAM Pharma, Inc.","079866136","480 Ml in 1 Bottle, Plastic",NA,"2019-1"
"7220","Dexamethasone Sodium Phosphate","200 ug/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7221","Dexamethasone Sodium Phosphate","400 ug/.1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7222","Dexamethasone Sodium Phosphate","24 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7223","Dexamethasone Sodium Phosphate","400 ng/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7224","Dexpanthenol","250 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","30 Ml in 1 Vial, Glass",NA,"2019-1"
"7225","Diphenhydramine Hydrochloride","25 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7226","Doxycycline Hyclate","20 ug/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7227","Dyclonine Hydrochloride","10 mg/1 mL","solution","RAM Pharma, Inc.","079866136","100 Ml in 1 Bottle, Plastic",NA,"2019-1"
"7228","Ephedrine Sulfate","5 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","5 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7229","Epinephrine","10 ug/1 mL","injection, solution","RAM Pharma, Inc.","079866136","5 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7230","Labetalol Hydrochloride","5 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","800 Ml in 1 Bag",NA,"2019-1"
"7231","Lidocaine Hydrochloride","10 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1000 Ml in 1 Bag",NA,"2019-1"
"7232","Lidocaine Hydrochloride","20 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","30 Ml in 1 Vial, Glass",NA,"2019-1"
"7233","Lidocaine Hydrochloride; Epinephrine","7.5 mg/1 mL; .25 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Ml in 1 Vial, Glass",NA,"2019-1"
"7234","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 15 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Ml in 1 Vial, Glass",NA,"2019-1"
"7235","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","40 mg/1 mL; 40 mg/1 mL","solution","RAM Pharma, Inc.","079866136","480 Ml in 1 Bottle, Plastic",NA,"2019-1"
"7236","Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.","079866136","225 G in 1 Jar",NA,"2019-1"
"7237","Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.","079866136","100 G in 1 Jar",NA,"2019-1"
"7238","Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.","079866136","50 G in 1 Jar",NA,"2019-1"
"7239","Lidocaine Hydrochloride; Tetracaine Hydrochloride",".23 g/1 g; .07 g/1 g","cream","RAM Pharma, Inc.","079866136","120 G in 1 Jar",NA,"2019-1"
"7240","Lidocaine Hydrochloride; Tetracaine Hydrochloride; Epinephrine Bitartrate",".04 g/1 g; 5 mg/1 g; .5 mg/1 g","gel","RAM Pharma, Inc.","079866136","3 G in 1 Syringe, Plastic",NA,"2019-1"
"7241","Lidocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","200 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.","079866136","40 G in 1 Jar",NA,"2019-1"
"7242","Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride","100 mg/1 g; 40 mg/1 g; 100 mg/1 g","gel","RAM Pharma, Inc.","079866136","100 G in 1 Jar",NA,"2019-1"
"7243","Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride","100 mg/1 g; 40 mg/1 g; 100 mg/1 g","gel","RAM Pharma, Inc.","079866136","50 G in 1 Jar",NA,"2019-1"
"7244","Lidocaine; Tetracaine",".23 g/1 g; .07 g/1 g","ointment","RAM Pharma, Inc.","079866136","360 G in 1 Jar",NA,"2019-1"
"7245","Lidocaine; Tetracaine",".23 g/1 g; .07 g/1 g","ointment","RAM Pharma, Inc.","079866136","120 G in 1 Jar",NA,"2019-1"
"7246","Methylcobalamin","5 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","30 Ml in 1 Vial, Glass",NA,"2019-1"
"7247","Neomycin Sulfate; Polymyxin B Sulfate; Dexamethasone","3.5 mg/1 g; 10000 U/1 g; 1 mg/1 g","ointment","RAM Pharma, Inc.","079866136",".1 G in 1 Syringe, Plastic",NA,"2019-1"
"7248","Phenylephrine Hydrochloride, (+/-)","100 ug/1 mL","injection, solution","RAM Pharma, Inc.","079866136","5 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7249","Podophyllum Resin; Cantharidin; Salicylic Acid","50 mg/1 mL; 10 mg/1 mL; 300 mg/1 mL","solution","RAM Pharma, Inc.","079866136","2 Ml in 1 Bottle, Glass",NA,"2019-1"
"7250","Ranibizumab",".5 mg/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7251","Tetracaine Hydrochloride","40 mg/1 mL","solution","RAM Pharma, Inc.","079866136","100 Ml in 1 Bottle, Plastic",NA,"2019-1"
"7252","Vancomycin Hydrochloride","1000 ug/.1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2019-1"
"7253","Aflibercept","2 mg/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7254","Benzocaine","95 mg/1 g","paste","RAM Pharma, Inc.","079866136","480 G in 1 Jar",NA,"2019-2"
"7255","Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".2 g/1 g; .06 g/1 g; .04 g/1 g","cream","RAM Pharma, Inc.","079866136","240 G in 1 Jar",NA,"2019-2"
"7256","Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".12 g/1 g; .04 g/1 g; .08 g/1 g","cream","RAM Pharma, Inc.","079866136","240 G in 1 Jar",NA,"2019-2"
"7257","Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".2 g/1 g; .06 g/1 g; .04 g/1 g","cream","RAM Pharma, Inc.","079866136","450 G in 1 Jar",NA,"2019-2"
"7258","Benzocaine; Lidocaine; Tetracaine",".2 g/1 g; .06 g/1 g; .04 g/1 g","gel","RAM Pharma, Inc.","079866136","100 G in 1 Jar",NA,"2019-2"
"7259","Benzocaine; Lidocaine; Tetracaine",".2 g/1 g; .06 g/1 g; .04 g/1 g","gel","RAM Pharma, Inc.","079866136","50 G in 1 Jar",NA,"2019-2"
"7260","Benzocaine; Lidocaine; Tetracaine",".2 g/1 g; .06 g/1 g; .04 g/1 g","gel","RAM Pharma, Inc.","079866136","240 G in 1 Jar",NA,"2019-2"
"7261","Betamethasone Acetate; Betamethasone Sodium Phosphate","3 mg/1 mL; 3 mg/1 mL","injection, suspension","RAM Pharma, Inc.","079866136","2 Ml in 1 Vial, Glass",NA,"2019-2"
"7262","Bevacizumab","1.25 mg/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7263","Brolucizumab","6 mg/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7264","Cantharidin","7 mg/1 mL","solution","RAM Pharma, Inc.","079866136","7.5 Ml in 1 Bottle",NA,"2019-2"
"7265","Cantharidin","10 mg/1 mL","solution","RAM Pharma, Inc.","079866136","10 Ml in 1 Bottle",NA,"2019-2"
"7266","Ceftazidime","2250 ug/.1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7267","Chlorhexidine Gluconate","2.4 mg/1 mL","solution","RAM Pharma, Inc.","079866136","480 Ml in 1 Bottle, Plastic",NA,"2019-2"
"7268","Dexamethasone Sodium Phosphate","400 ug/.1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7269","Dexamethasone Sodium Phosphate","200 ug/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7270","Dexamethasone Sodium Phosphate","400 ng/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7271","Dexamethasone Sodium Phosphate","24 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7272","Dexpanthenol","250 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","30 Ml in 1 Vial, Glass",NA,"2019-2"
"7273","Diphenhydramine Hydrochloride","25 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7274","Doxycycline Hyclate","20 ug/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7275","Dyclonine Hydrochloride","10 mg/1 mL","solution","RAM Pharma, Inc.","079866136","100 Ml in 1 Bottle, Plastic",NA,"2019-2"
"7276","Ephedrine Sulfate","5 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","5 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7277","Epinephrine","10 ug/1 mL","injection, solution","RAM Pharma, Inc.","079866136","5 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7278","Labetalol Hydrochloride","5 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","800 Ml in 1 Bag",NA,"2019-2"
"7279","Lidocaine Hydrochloride","20 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","30 Ml in 1 Vial, Glass",NA,"2019-2"
"7280","Lidocaine Hydrochloride","10 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1000 Ml in 1 Bag",NA,"2019-2"
"7281","Lidocaine Hydrochloride; Epinephrine","7.5 mg/1 mL; .25 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Ml in 1 Vial, Glass",NA,"2019-2"
"7282","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","40 mg/1 mL; 40 mg/1 mL","solution","RAM Pharma, Inc.","079866136","480 Ml in 1 Bottle, Plastic",NA,"2019-2"
"7283","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 15 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Ml in 1 Vial, Glass",NA,"2019-2"
"7284","Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.","079866136","34 G in 1 Jar",NA,"2019-2"
"7285","Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.","079866136","225 G in 1 Jar",NA,"2019-2"
"7286","Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.","079866136","50 G in 1 Jar",NA,"2019-2"
"7287","Lidocaine Hydrochloride; Tetracaine Hydrochloride",".23 g/1 g; .07 g/1 g","cream","RAM Pharma, Inc.","079866136","120 G in 1 Jar",NA,"2019-2"
"7288","Lidocaine Hydrochloride; Tetracaine Hydrochloride; Epinephrine Bitartrate",".04 g/1 g; 5 mg/1 g; .5 mg/1 g","gel","RAM Pharma, Inc.","079866136","3 G in 1 Syringe, Plastic",NA,"2019-2"
"7289","Lidocaine Hydrochloride; Tetracaine Hydrochloride; Epinephrine Bitartrate",".04 g/1 g; 5 mg/1 g; .5 mg/1 g","gel","RAM Pharma, Inc.","079866136","1 G in 1 Syringe, Plastic",NA,"2019-2"
"7290","Lidocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","200 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.","079866136","30 G in 1 Jar",NA,"2019-2"
"7291","Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride","100 mg/1 g; 40 mg/1 g; 100 mg/1 g","gel","RAM Pharma, Inc.","079866136","100 G in 1 Jar",NA,"2019-2"
"7292","Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride","100 mg/1 g; 40 mg/1 g; 100 mg/1 g","gel","RAM Pharma, Inc.","079866136","50 G in 1 Jar",NA,"2019-2"
"7293","Lidocaine; Tetracaine",".23 g/1 g; .07 g/1 g","ointment","RAM Pharma, Inc.","079866136","360 G in 1 Jar",NA,"2019-2"
"7294","Lidocaine; Tetracaine",".23 g/1 g; .07 g/1 g","ointment","RAM Pharma, Inc.","079866136","120 G in 1 Jar",NA,"2019-2"
"7295","Methylcobalamin","5 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","30 Ml in 1 Vial, Glass",NA,"2019-2"
"7296","Neomycin Sulfate; Polymyxin B Sulfate; Dexamethasone","3.5 mg/1 g; 10000 U/1 g; 1 mg/1 g","ointment","RAM Pharma, Inc.","079866136",".1 G in 1 Syringe, Plastic",NA,"2019-2"
"7297","Phenylephrine Hydrochloride, (+/-)","100 ug/1 mL","injection, solution","RAM Pharma, Inc.","079866136","5 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7298","Podophyllum Resin; Cantharidin; Salicylic Acid","50 mg/1 mL; 10 mg/1 mL; 300 mg/1 mL","solution","RAM Pharma, Inc.","079866136","2 Ml in 1 Bottle, Glass",NA,"2019-2"
"7299","Procaine Hydrochloride","20 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","10 Ml in 1 Vial, Glass",NA,"2019-2"
"7300","Ranibizumab",".5 mg/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7301","Squaric Acid Dibutyl Ester","20 mg/1 mL","solution","RAM Pharma, Inc.","079866136","10 Ml in 1 Bottle",NA,"2019-2"
"7302","Tetracaine Hydrochloride","40 mg/1 mL","solution","RAM Pharma, Inc.","079866136","100 Ml in 1 Bottle, Plastic",NA,"2019-2"
