"","Active","Dosage","Facility","Segment","ActiveCount","ProductCount","FacilitySegmentCount","SegmentCount","ProducedByCP"
"2869","Bupivacaine Hydrochloride","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Optical",11,57,8,299,NA
"2870","Bevacizumab","injection, solution","Optum Compounding Services, LLC","Optical",11,5,2,299,"Y"
"2871","Isopropyl Alcohol","solution","Pine Pharmaceuticals LLC","Optical",5,86,15,299,NA
"2872","Norepinephrine Bitartrate","injection","Pine Pharmaceuticals LLC","Optical",14,86,15,299,NA
"2873","Midazolam","injection","STAQ Pharma Inc","Optical",9,11,1,299,NA
"2874","Midazolam","injection, solution","SterRx","Optical",9,20,4,299,NA
"2875","Phenylephrine","injection, solution","SterRx","Optical",5,20,4,299,NA
"2876","Atropine","injection","Wells Pharma of Houston","Optical",2,36,5,299,NA
"2877","Cefazolin","injection, solution","Wells Pharma of Houston","Optical",2,36,5,299,NA
"2878","Midazolam","injection, solution","Wells Pharma of Houston","Optical",9,36,5,299,NA
"2879","Phenylephrine Hydrochloride","injection, solution","Wells Pharma of Houston","Optical",28,36,5,299,NA
"2880","Bupivacaine Hydrochloride Anhydrous","injection, solution","Wells Pharmacy, Inc","Optical",2,32,2,299,NA
"2881","Lidocaine; Epinephrine","solution","Imprimis NJOF, LLC","Optical",6,49,7,299,NA
"2882","Lidocaine; Epinephrine","injection, solution","OLYMPIA PHARMACY","Optical",6,71,3,299,NA
"2883","Lidocaine; Epinephrine","injection","Pine Pharmaceuticals LLC","Optical",6,86,15,299,NA
"2884","Lidocaine; Epinephrine","injection, solution","RAM Pharma, Inc.","Optical",6,72,13,299,NA
"2885","Lidocaine; Epinephrine","injection, solution","RXQ Compounding, LLC","Optical",6,171,16,299,NA
"2886","Lidocaine; Epinephrine","injection, solution","Imprimis NJOF, LLC","Optical",6,49,7,299,NA
"2887","Lidocaine; Epinephrine","solution","KRS Global Biotechnology, Inc.","Optical",6,107,9,299,NA
"2888","Lidocaine; Epinephrine; Tetracaine","solution","JCB Laboratories LLC","Optical",5,54,10,299,NA
"2889","Lidocaine; Epinephrine; Tetracaine","gel","Premier Pharmacy Labs, Inc","Optical",5,146,11,299,NA
"2890","Lidocaine; Epinephrine; Tetracaine","gel","RAM Pharma, Inc.","Optical",5,72,13,299,NA
"2891","Lidocaine; Epinephrine; Tetracaine","gel","RXQ Compounding, LLC","Optical",5,171,16,299,NA
"2892","Lidocaine; Epinephrine; Tetracaine","gel","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Optical",5,57,8,299,NA
"2893","Lidocaine; Bupivacaine","injection, solution","Edge Pharmacy Services LLC","Optical",5,142,15,299,NA
"2894","Lidocaine; Bupivacaine","injection","JCB Laboratories LLC","Optical",5,54,10,299,NA
"2895","Lidocaine; Bupivacaine","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Optical",5,101,7,299,NA
"2896","Lidocaine; Bupivacaine","injection","Pine Pharmaceuticals LLC","Optical",5,86,15,299,NA
"2897","Lidocaine; Bupivacaine","solution","KRS Global Biotechnology, Inc.","Optical",5,107,9,299,NA
"2898","Aspartic Acid; Glutamic Acid","solution","Central Admixture Pharmacy Services, Inc.","Optical",1,257,15,299,NA
"2899","Tetracaine; Lidocaine","ointment","ASP Cares","Optical",8,72,3,299,"Y"
"2900","Tetracaine; Lidocaine","ointment","Complete Pharmacy and Medical Solutions","Optical",8,149,5,299,"Y"
"2901","Tetracaine; Lidocaine","cream","Empower Pharmacy","Optical",8,87,3,299,"Y"
"2902","Tetracaine; Lidocaine","ointment","KRS GLOBAL BIOTECHNOLOGY, INC.","Optical",8,101,7,299,"Y"
"2903","Tetracaine; Lidocaine","gel","KRS GLOBAL BIOTECHNOLOGY, INC.","Optical",8,101,7,299,"Y"
"2904","Tetracaine; Lidocaine","cream","Pacifico National, Inc.  dba AmEx Pharmacy","Optical",8,175,4,299,"Y"
"2905","Tetracaine; Lidocaine","ointment","Pacifico National, Inc.  dba AmEx Pharmacy","Optical",8,175,4,299,"Y"
"2906","Tetracaine; Lidocaine","cream","RAM Pharma, Inc.","Optical",8,72,13,299,"Y"
"2907","Tetracaine; Lidocaine","gel","RAM Pharma, Inc.","Optical",8,72,13,299,"Y"
"2908","Tetracaine; Lidocaine","ointment","RAM Pharma, Inc.","Optical",8,72,13,299,"Y"
"2909","Tetracaine; Lidocaine","cream","RXQ Compounding, LLC","Optical",8,171,16,299,"Y"
"2910","Tetracaine; Lidocaine","gel","RXQ Compounding, LLC","Optical",8,171,16,299,"Y"
"2911","Tetracaine; Lidocaine","cream","Sincerus Florida, LLC","Optical",8,149,3,299,"Y"
"2912","Tetracaine; Lidocaine","ointment","Sincerus Florida, LLC","Optical",8,149,3,299,"Y"
"2913","Phenylephrine Hydrochloride; Tropicamide","powder, for solution","Complete Pharmacy and Medical Solutions","Optical",11,149,5,299,NA
"2914","Phenylephrine Hydrochloride; Tropicamide","for solution","Complete Pharmacy and Medical Solutions","Optical",11,149,5,299,NA
"2915","Phenylephrine Hydrochloride; Tropicamide","solution","Edge Pharmacy Services LLC","Optical",11,142,15,299,NA
"2916","Phenylephrine Hydrochloride; Tropicamide","solution/ drops","Edge Pharmacy Services LLC","Optical",11,142,15,299,NA
"2917","Phenylephrine Hydrochloride; Tropicamide","solution","Imprimis NJOF, LLC","Optical",11,49,7,299,NA
"2918","Phenylephrine Hydrochloride; Tropicamide","solution","JCB Laboratories LLC","Optical",11,54,10,299,NA
"2919","Phenylephrine Hydrochloride; Tropicamide","solution/ drops","KRS GLOBAL BIOTECHNOLOGY, INC.","Optical",11,101,7,299,NA
"2920","Phenylephrine Hydrochloride; Tropicamide","solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Optical",11,101,7,299,NA
"2921","Phenylephrine Hydrochloride; Tropicamide","solution","KRS Global Biotechnology, Inc.","Optical",11,107,9,299,NA
"2922","Phenylephrine Hydrochloride; Tropicamide","solution/ drops","Leiter's Compounding","Optical",11,22,5,299,NA
"2923","Phenylephrine Hydrochloride; Tropicamide","solution","Pine Pharmaceuticals LLC","Optical",11,86,15,299,NA
"2924","Phenylephrine Hydrochloride; Tropicamide","solution","RXQ Compounding, LLC","Optical",11,171,16,299,NA
"2925","Phenylephrine Hydrochloride; Tropicamide","solution/ drops","Complete Pharmacy and Medical Solutions","Optical",11,149,5,299,NA
"2926","Phenylephrine Hydrochloride; Tropicamide","solution/ drops","Denver Solutions, LLC dba Leiters Health","Optical",11,66,11,299,NA
"2927","Phenylephrine Hydrochloride; Tropicamide","solution/ drops","Imprimis NJOF, LLC","Optical",11,49,7,299,NA
"2928","Phenylephrine Hydrochloride; Tropicamide","solution","ASP Cares","Optical",11,72,3,299,NA
"2929","Lidocaine","injection","Atlas Pharmaceuticals, LLC","Optical",26,43,2,299,NA
"2930","Lidocaine","solution","Central Admixture Pharmacy Services, Inc.","Optical",26,257,15,299,NA
"2931","Lidocaine","injection, powder, for solution","Complete Pharmacy and Medical Solutions","Optical",26,149,5,299,NA
"2932","Lidocaine","ointment","Complete Pharmacy and Medical Solutions","Optical",26,149,5,299,NA
"2933","Lidocaine","injection, solution","Denver Solutions, LLC dba Leiters Health","Optical",26,66,11,299,NA
"2934","Lidocaine","solution","Edge Pharmacy Services LLC","Optical",26,142,15,299,NA
"2935","Lidocaine","injection, solution","Edge Pharmacy Services LLC","Optical",26,142,15,299,NA
"2936","Lidocaine","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Optical",26,57,8,299,NA
"2937","Lidocaine","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","Optical",26,61,3,299,NA
"2938","Lidocaine","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Optical",26,101,7,299,NA
"2939","Lidocaine","injection","Medi-Fare Drug","Optical",26,62,8,299,NA
"2940","Lidocaine","injection, solution","Nephron Sterile Compounding Center, LLC","Optical",26,97,8,299,NA
"2941","Lidocaine","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Optical",26,55,7,299,NA
"2942","Lidocaine","injection, solution","OLYMPIA PHARMACY","Optical",26,71,3,299,NA
"2943","Lidocaine","injection","Pharmedium Services, LLC, Dayton","Optical",26,81,7,299,NA
"2944","Lidocaine","injection","Pharmedium Services, LLC Cleveland","Optical",26,63,4,299,NA
"2945","Lidocaine","injection","PharMEDium Services, LLC SugarLand","Optical",26,64,6,299,NA
"2946","Lidocaine","ointment","Pine Pharmaceuticals LLC","Optical",26,86,15,299,NA
"2947","Lidocaine","solution","Pine Pharmaceuticals LLC","Optical",26,86,15,299,NA
"2948","Lidocaine","solution","Premier Pharmacy Labs, Inc","Optical",26,146,11,299,NA
"2949","Lidocaine","solution","QuVa Pharma, Inc.","Optical",26,93,7,299,NA
"2950","Lidocaine","injection","QuVa Pharma, Inc.","Optical",26,93,7,299,NA
"2951","Lidocaine","injection, solution","RAM Pharma, Inc.","Optical",26,72,13,299,NA
"2952","Lidocaine","solution","RC Outsourcing, LLC","Optical",26,32,8,299,NA
"2953","Lidocaine","solution/ drops","RXQ Compounding, LLC","Optical",26,171,16,299,NA
"2954","Lidocaine","injection, solution","RXQ Compounding, LLC","Optical",26,171,16,299,NA
"2955","Lidocaine","injection, solution","SCA Pharmaceuticals, LLC","Optical",26,103,8,299,NA
"2956","Lidocaine","ointment","Sincerus Florida, LLC","Optical",26,149,3,299,NA
"2957","Lidocaine","injection, solution","Imprimis NJOF, LLC","Optical",26,49,7,299,NA
"2958","Lidocaine","solution","KRS Global Biotechnology, Inc.","Optical",26,107,9,299,NA
"2959","Lidocaine","injection","Wells Pharma of Houston","Optical",26,36,5,299,NA
"2960","Vancomycin","injection, solution","Apollo Care, LLC","Optical",23,14,1,299,NA
"2961","Vancomycin","injection, solution","Avella of Deer Valley, Inc. #38","Optical",23,38,6,299,NA
"2962","Vancomycin","solution","Avella of Deer Valley, Inc. #38","Optical",23,38,6,299,NA
"2963","Vancomycin","solution","Central Admixture Pharmacy Services, Inc.","Optical",23,257,15,299,NA
"2964","Vancomycin","injection, solution","Denver Solutions, LLC dba Leiters Health","Optical",23,66,11,299,NA
"2965","Vancomycin","solution","Edge Pharmacy Services LLC","Optical",23,142,15,299,NA
"2966","Vancomycin","injection","Fresenius Kabi Compounding, LLC","Optical",23,14,1,299,NA
"2967","Vancomycin","injection","JCB Laboratories LLC","Optical",23,54,10,299,NA
"2968","Vancomycin","solution","LEESAR INC","Optical",23,35,4,299,NA
"2969","Vancomycin","injection","Medi-Fare Drug","Optical",23,62,8,299,NA
"2970","Vancomycin","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Optical",23,55,7,299,NA
"2971","Vancomycin","injection","Pentec Health, Inc","Optical",23,22,4,299,NA
"2972","Vancomycin","injection, solution","Pentec Health, Inc","Optical",23,22,4,299,NA
"2973","Vancomycin","injection","Pharmedium Services, LLC, Dayton","Optical",23,81,7,299,NA
"2974","Vancomycin","injection","PharMEDium Services, LLC SugarLand","Optical",23,64,6,299,NA
"2975","Vancomycin","injection","Pine Pharmaceuticals LLC","Optical",23,86,15,299,NA
"2976","Vancomycin","solution","Premier Pharmacy Labs, Inc","Optical",23,146,11,299,NA
"2977","Vancomycin","injection","QuVa Pharma, Inc.","Optical",23,93,7,299,NA
"2978","Vancomycin","solution","QuVa Pharma, Inc.","Optical",23,93,7,299,NA
"2979","Vancomycin","injection, solution","RAM Pharma, Inc.","Optical",23,72,13,299,NA
"2980","Vancomycin","solution","RC Outsourcing, LLC","Optical",23,32,8,299,NA
"2981","Vancomycin","injection, solution","SCA Pharmaceuticals, LLC","Optical",23,103,8,299,NA
"2982","Vancomycin","syrup","SCA Pharmaceuticals, LLC","Optical",23,103,8,299,NA
"2983","Vancomycin","solution","US Compounding, Inc.","Optical",23,147,10,299,NA
"2984","Vancomycin","injection, solution","BayCare Central Pharmacy","Optical",23,14,1,299,NA
"2985","Vancomycin","injection, solution","Optum Compounding Services, LLC","Optical",23,5,2,299,NA
"2986","Vancomycin","injection","Ssm Hlth St Clare Hosp-Fnton","Optical",23,29,3,299,NA
"2987","Anastrozole; Testosterone","pellet","AnazaoHealth Corporation","NA",3,45,5,742,NA
"2988","Estradiol","pellet","AnazaoHealth Corporation","NA",10,45,5,742,NA
"2989","Dexpanthenol; Pyridoxine","injection","AnazaoHealth Corporation","NA",1,45,5,742,NA
"2990","Calcium Gluconate; Thiamine Hydrochloride; Niacinamide; Dexpanthenol; Cyanocobalamin; Riboflavin; Pyridoxine Hydrochloride; Magnesium Chloride","injection","AnazaoHealth Corporation","NA",1,45,5,742,NA
"2991","Dexpanthenol; Pyridoxine; Thiamine Hydrochloride; Riboflavin; Niacinamide","injection","AnazaoHealth Corporation","NA",1,45,5,742,NA
"2992","Calcium Gluconate","solution","ASP Cares","NA",12,72,6,742,NA
"2993","Calcium Gluconate; Propylene Glycol; Methylcellulose (1500 Mpa.s)","gel","ASP Cares","NA",1,72,6,742,NA
"2994","Metformin Hydrochloride","capsule","ASP Cares","NA",1,72,6,742,NA
"2995","Pentoxifylline","capsule","ASP Cares","NA",1,72,6,742,NA
"2996","Perflubron","solution","ASP Cares","NA",1,72,6,742,NA
"2997","Sildenafil Citrate","troche","ASP Cares","NA",4,72,6,742,NA
"2998","Sildenafil Citrate","capsule","ASP Cares","NA",4,72,6,742,NA
"2999","Doxycycline","suspension","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3000","Doxycycline Anhydrous","suspension","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3001","Enrofloxacin","tablet","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3002","Fluconazole","suspension","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3003","Fluconazole","tablet","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3004","Ketoconazole; Amikacin Sulfate; Triamcinolone Acetonide","ointment","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3005","Ketoconazole; Enrofloxacin; Triamcinolone Acetonide","ointment","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3006","Ketoconazole; Gentamicin Sulfate; Triamcinolone Acetonide","ointment","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3007","Meloxicam","injection","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3008","Metronidazole","tablet","Atlas Pharmaceuticals, LLC","NA",3,43,19,742,NA
"3009","Metronidazole Benzoate","suspension","Atlas Pharmaceuticals, LLC","NA",2,43,19,742,NA
"3010","Metronidazole Benzoate","tablet","Atlas Pharmaceuticals, LLC","NA",2,43,19,742,NA
"3011","Ponazuril","suspension","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3012","Praziquantel; Pyrantel Pamoate; Oxantel Pamoate","tablet","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3013","Prednisolone","suspension","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3014","Secnidazole","suspension","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3015","Sodium Chloride","injection, solution, concentrate","Atlas Pharmaceuticals, LLC","NA",7,43,19,742,NA
"3016","Praziquantel; Pyrantel Pamoate; Mebendazole","tablet","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3017","Tramadol Hydrochloride","suspension","Atlas Pharmaceuticals, LLC","NA",2,43,19,742,NA
"3018","Ursodiol","tablet","Atlas Pharmaceuticals, LLC","NA",2,43,19,742,NA
"3019","Dextrose, Unspecified Form","injection, solution","Atlas Pharmaceuticals, LLC","NA",1,43,19,742,NA
"3020","Amino Acids","injection, solution","Auro Pharmacies, Inc","NA",1,30,6,742,NA
"3021","Calcium Gluconate; Calcium Saccharate","injection, solution","Auro Pharmacies, Inc","NA",2,30,6,742,NA
"3022","Chromic Chloride","injection, solution","Auro Pharmacies, Inc","NA",1,30,6,742,NA
"3023","Methionine; Choline Chloride; Inositol","injection, solution","Auro Pharmacies, Inc","NA",1,30,6,742,NA
"3024","Pyridoxal Phosphate","injection, solution","Auro Pharmacies, Inc","NA",1,30,6,742,NA
"3025","Unithiol; Sodium Chloride","injection, solution","Auro Pharmacies, Inc","NA",1,30,6,742,NA
"3026","Calcium Gluconate","injection, solution","Avella of Deer Valley, Inc. #38","NA",12,38,2,742,NA
"3027","Methotrexate Sodium","injection","Avella of Deer Valley, Inc. #38","NA",1,38,2,742,NA
"3028","Estradiol","pellet","BSO, LLC","NA",10,7,1,742,NA
"3029","Calcium Gluconate","solution","Central Admixture Pharmacy Services, Inc.","NA",12,257,9,742,NA
"3030","Sodium Chloride","solution","Central Admixture Pharmacy Services, Inc.","NA",7,257,9,742,NA
"3031","Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Citric Acid Monohydrate; Trisodium Citrate Dihydrate","solution","Central Admixture Pharmacy Services, Inc.","NA",1,257,9,742,NA
"3032","Magnesium Sulfate Heptahydrate; Tromethamine; Dextrose Monohydrate; Sodium Chloride; Sodium Gluconate; Magnesium Chloride; Sodium Acetate; Potassium Chloride; Mannitol","solution","Central Admixture Pharmacy Services, Inc.","NA",1,257,9,742,NA
"3033","Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Calcium Gluconate Monohydrate; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Glutamic Acid; Proline","solution","Central Admixture Pharmacy Services, Inc.","NA",1,257,9,742,NA
"3034","Glutamic Acid; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Calcium Gluconate Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Heparin Sodium; Lysine Acetate; Serine","solution","Central Admixture Pharmacy Services, Inc.","NA",1,257,9,742,NA
"3035","Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Calcium Gluconate Monohydrate; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid","solution","Central Admixture Pharmacy Services, Inc.","NA",1,257,9,742,NA
"3036","N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Calcium Gluconate Monohydrate; Glutamic Acid; Lysine Acetate; Serine; Tyrosine","solution","Central Admixture Pharmacy Services, Inc.","NA",1,257,9,742,NA
"3037","Tryptophan; Valine; Calcium Gluconate Monohydrate; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Glutamic Acid; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine","solution","Central Admixture Pharmacy Services, Inc.","NA",1,257,9,742,NA
"3038","15-Hydroxytestosterone","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3039","19-Hydroxytestosterone","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3040","7-Keto-Dehydroepiandrosterone","capsule","Complete Pharmacy and Medical Solutions","NA",2,149,71,742,NA
"3041","Adenosine","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",3,149,71,742,NA
"3042","Adenosine Phosphate","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3043","Benzocaine","ointment","Complete Pharmacy and Medical Solutions","NA",2,149,71,742,"Y"
"3044","Dexamethasone Phosphate","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3045","Dexamethasone Sodium Phosphate; Sodium Bisulfite","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3046","Epinephrine Bitartrate","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",3,149,71,742,NA
"3047","Estradiol; Estriol","cream","Complete Pharmacy and Medical Solutions","NA",3,149,71,742,NA
"3048","Estradiol; Estriol; Testosterone","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3049","Estradiol; Testosterone; Estriol","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3050","Estriol","cream","Complete Pharmacy and Medical Solutions","NA",5,149,71,742,NA
"3051","Estriol; Estradiol Hemihydrate","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3052","Estriol; Estradiol Hemihydrate; Progesterone","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3053","Human Chorionic Gonadotropin","tablet, orally disintegrating","Complete Pharmacy and Medical Solutions","NA",4,149,71,742,NA
"3054","Human Chorionic Gonadotropin","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",4,149,71,742,NA
"3055","Human Chorionic Gonadotropin","troche","Complete Pharmacy and Medical Solutions","NA",4,149,71,742,NA
"3056","Hydroquinone; Tretinoin; Fluocinonide","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3057","Ibutamoren Mesylate","capsule","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3058","Ipamorelin","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",2,149,71,742,NA
"3059","Ipamorelin; Cjc-1295","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3060","Ipamorelin; Sermorelin Acetate","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3061","Methylnaltrexone","pellet, implantable","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3062","Naltrexone","pellet, implantable","Complete Pharmacy and Medical Solutions","NA",2,149,71,742,NA
"3063","Naltrexone","capsule","Complete Pharmacy and Medical Solutions","NA",2,149,71,742,NA
"3064","Naltrexone Hydrochloride","capsule","Complete Pharmacy and Medical Solutions","NA",4,149,71,742,NA
"3065","Papaverine Hydrochloride; Sildenafil Citrate","troche","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3066","Papaverine; Sildenafil Citrate","troche","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3067","Prasterone; Progesterone","capsule","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3068","Prasterone; Progesterone; Pregnenolone","capsule","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3069","Pregnenolone","capsule","Complete Pharmacy and Medical Solutions","NA",3,149,71,742,NA
"3070","Pregnenolone; Prasterone; Progesterone","capsule","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3071","Pregnenolone; Progesterone","capsule","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3072","Prilocaine; Phenylephrine Hydrochloride; Lidocaine","ointment","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3073","Progesterone; Prasterone; Pregnenolone","capsule","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3074","Progesterone; Pregnenolone","capsule","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3075","Progesterone; Pregnenolone; Prasterone","capsule","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3076","Ropivacaine Hydrochloride","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",13,149,71,742,NA
"3077","Sermorelin Acetate","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",2,149,71,742,NA
"3078","Sermorelin Acetate; Ipamorelin","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3079","Sermorelin Acetate; Pralmorelin","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",2,149,71,742,NA
"3080","Sildenafil Citrate","troche","Complete Pharmacy and Medical Solutions","NA",4,149,71,742,NA
"3081","Sildenafil Citrate","tablet, orally disintegrating","Complete Pharmacy and Medical Solutions","NA",4,149,71,742,NA
"3082","Sildenafil Citrate; Papaverine Hydrochloride","troche","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3083","Sildenafil Citrate; Testosterone","troche","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3084","Tadalafil; Testosterone","tablet, orally disintegrating","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3085","Tadalafil; Testosterone","tablet","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3086","Testosterone Acetate; Progesterone; Estriol; Estradiol","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3087","Testosterone; Estriol; Estradiol","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3088","Testosterone; Sildenafil Citrate; Oxytocin","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3089","Tretinoin","cream","Complete Pharmacy and Medical Solutions","NA",2,149,71,742,NA
"3090","Tretinoin; Fluocinonide; Hydroquinone","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3091","Tretinoin; Hydrocortisone","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3092","Yohimbine Hydrochloride","capsule","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3093",".alpha.-Estradiol 3-Benzoate; Estriol","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3094",".alpha.-Estradiol 3-Benzoate; Estriol; Testosterone","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3095","Anastrozole; Testosterone","pellet, implantable","Complete Pharmacy and Medical Solutions","NA",3,149,71,742,NA
"3096","Chorionic Gonadotropin","troche","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3097","Estriol; .alpha.-Estradiol 3-Benzoate; Testosterone","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3098","Estriol; Estradiol; Testosterone","cream","Complete Pharmacy and Medical Solutions","NA",3,149,71,742,NA
"3099","Fluocinonide; Hydroquinone; Tretinoin","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3100","Naltrexone; Triamcinolone","pellet, implantable","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3101","Papaverine; Sildenafil","troche","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3102","Prasterone","capsule","Complete Pharmacy and Medical Solutions","NA",2,149,71,742,NA
"3103","Prasterone; Pregnenolone","capsule","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3104","Prasterone; Sildenafil","cream","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3105","Pregnenolone; Prasterone","capsule","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3106","Pregnenolone; Progesterone; Prasterone","capsule","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3107","Proline","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3108","Sermorelin; Ipamorelin","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3109","Sincalide","injection, powder, for solution","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3110","Testosterone; Tadalafil","tablet","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3111","Triamcinolone; Naltrexone","pellet, implantable","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
